file,tokens
../docodile/docs_main/ref/query-panel/artifact-version.md,2307
../docodile/docs_main/guides/launch/setup-agent-advanced.md,2295
../docodile/docs_main/guides/track/config.md,2282
../docodile/docs_main/guides/artifacts/ttl.md,2188
../docodile/docs_main/guides/track/log/working-with-csv.md,2174
../docodile/docs_main/tutorials/xgboost_sweeps.md,2169
../docodile/docs_main/guides/track/environment-variables.md,2161
../docodile/docs_main/ref/python/public-api/run.md,2145
../docodile/docs_main/guides/integrations/other/metaflow.md,2126
../docodile/docs_main/guides/integrations/ultralytics.md,2115
../docodile/docs_main/guides/integrations/fastai/README.md,2111
../docodile/docs_main/guides/track/log/log-tables.md,2110
../docodile/docs_main/guides/track/log/distributed-training.md,2089
../docodile/docs_main/ref/python/integrations/keras/wandbcallback.md,2076
../docodile/docs_main/guides/hosting/iam/manage-users.md,2053
../docodile/docs_main/tutorials/tensorflow.md,2044
../docodile/docs_main/guides/app/features/panels/query-panel/intro.md,2029
../docodile/docs_main/guides/tables/visualize-tables.md,2008
../docodile/docs_main/guides/launch/create-launch-job.md,1986
../docodile/docs_main/guides/sweeps/faq.md,1979
../docodile/docs_main/ref/query-panel/project.md,1976
../docodile/docs_main/guides/hosting/self-managed/azure-tf.md,1935
../docodile/docs_main/ref/python/integrations/keras/wandbevalcallback.md,1924
../docodile/docs_main/guides/track/save-restore.md,1917
../docodile/docs_main/guides/runs/intro.md,1911
../docodile/docs_main/guides/integrations/other/simpletransformers.md,1903
../docodile/docs_main/guides/technical-faq/general.md,1866
../docodile/docs_main/ref/python/log.md,1852
../docodile/docs_main/guides/integrations/other/openai-fine-tuning.md,1842
../docodile/docs_main/guides/track/tracking-faq.md,1815
../docodile/docs_main/tutorials/keras_tables.md,1803
../docodile/docs_main/ref/python/data-types/table.md,1801
../docodile/docs_main/guides/integrations/torchtune.md,1768
../docodile/docs_main/guides/app/features/panels/line-plot/intro.md,1748
../docodile/docs_main/guides/integrations/other/ignite.md,1740
../docodile/docs_main/tutorials/lightgbm.md,1730
../docodile/docs_main/ref/python/integrations/wandbtracer.md,1717
../docodile/docs_main/guides/hosting/iam/sso.md,1712
../docodile/docs_main/tutorials/volcano.md,1701
../docodile/docs_main/guides/launch/setup-launch.md,1685
../docodile/docs_main/guides/hosting/monitoring-usage/audit-logging.md,1650
../docodile/docs_main/guides/app/features/custom-charts/walkthrough.md,1645
../docodile/docs_main/guides/runs/resuming.md,1619
../docodile/docs_main/guides/track/launch.md,1595
../docodile/docs_main/guides/track/limits.md,1564
../docodile/docs_main/guides/launch/setup-launch-kubernetes.md,1564
../docodile/docs_main/guides/reports/reports-faq.md,1553
../docodile/docs_main/guides/app/features/panels/query-panel/embedding-projector.md,1546
../docodile/docs_main/ref/python/data-types/boundingboxes2d.md,1541
../docodile/docs_main/tutorials/huggingface.md,1522
../docodile/docs_main/guides/launch/walkthrough.md,1506
../docodile/docs_main/guides/launch/setup-launch-docker.md,1505
../docodile/docs_main/guides/track/jupyter.md,1503
../docodile/docs_main/quickstart.md,1491
../docodile/docs_main/guides/tables/tables-gallery.md,1471
../docodile/docs_main/guides/artifacts/artifacts-faqs.md,1457
../docodile/docs_main/guides/integrations/autotrain.md,1442
../docodile/docs_main/guides/artifacts/delete-artifacts.md,1432
../docodile/docs_main/guides/integrations/other/kubeflow-pipelines-kfp.md,1428
../docodile/docs_main/tutorials/prompts.md,1401
../docodile/docs_main/guides/launch/setup-vertex.md,1371
../docodile/docs_main/guides/app/features/panels/parameter-importance.md,1366
../docodile/docs_main/ref/python/data-types/image.md,1361
../docodile/docs_main/guides/hosting/self-managed/basic-setup.md,1356
../docodile/docs_main/guides/track/log/intro.md,1352
../docodile/docs_main/guides/model_registry/link-model-version.md,1348
../docodile/docs_main/ref/python/launch/launchagent.md,1308
../docodile/docs_main/guides/launch/job-inputs.md,1305
../docodile/docs_main/guides/app/features/panels/line-plot/smoothing.md,1274
../docodile/docs_main/guides/hosting/iam/ldap.md,1255
../docodile/docs_main/guides/integrations/pytorch-geometric.md,1242
../docodile/docs_main/guides/runs/alert.md,1215
../docodile/docs_main/guides/hosting/data-security/secure-storage-connector.md,1204
../docodile/docs_main/guides/artifacts/download-and-use-an-artifact.md,1195
../docodile/docs_main/guides/integrations/tensorflow.md,1176
../docodile/docs_main/guides/sweeps/walkthrough.md,1169
../docodile/docs_main/guides/integrations/other/composer.md,1165
../docodile/docs_main/guides/prompts/intro.md,1161
../docodile/docs_main/ref/python/data-types/imagemask.md,1159
../docodile/docs_main/guides/model_registry/model-management-concepts.md,1148
../docodile/docs_main/guides/app/pages/workspaces.md,1148
../docodile/docs_main/guides/hosting/server-upgrade-process.md,1139
../docodile/docs_main/guides/app/pages/run-page.md,1138
../docodile/docs_main/guides/technical-faq/setup.md,1134
../docodile/docs_main/guides/app/features/runs-table.md,1127
../docodile/docs_main/guides/launch/setup-queue-advanced.md,1125
../docodile/docs_main/tutorials/keras_models.md,1111
../docodile/docs_main/ref/python/integrations/keras/wandbmodelcheckpoint.md,1108
../docodile/docs_main/ref/python/launch/launch_add.md,1106
../docodile/docs_main/tutorials/keras.md,1096
../docodile/docs_main/guides/launch/launch-queue-observability.md,1083
../docodile/docs_main/guides/launch/add-job-to-queue.md,1082
../docodile/docs_main/ref/python/data-types/object3d.md,1066
../docodile/docs_main/guides/integrations/tensorboard.md,1063
../docodile/docs_main/guides/integrations/pytorch.md,1062
../docodile/docs_main/guides/integrations/other/ray-tune.md,1050
../docodile/docs_main/guides/integrations/other/paddleocr.md,982
../docodile/docs_main/ref/python/public-api/runs.md,968
../docodile/docs_main/guides/integrations/spacy.md,965
../docodile/docs_main/guides/app/features/tags.md,960
../docodile/docs_main/guides/technical-faq/metrics-and-performance.md,956
../docodile/docs_main/guides/reports/reports-gallery.md,946
../docodile/docs_main/guides/integrations/mmengine.md,938
../docodile/docs_main/guides/integrations/other/paddledetection.md,937
../docodile/docs_main/guides/artifacts/explore-and-traverse-an-artifact-graph.md,935
../docodile/docs_main/guides/artifacts/intro.md,933
../docodile/docs_main/ref/python/data-types/molecule.md,931
../docodile/docs_main/guides/sweeps/start-sweep-agents.md,927
../docodile/docs_main/guides/model_registry/model-lineage.md,922
../docodile/docs_main/guides/integrations/other/hydra.md,913
../docodile/docs_main/guides/runs/grouping.md,900
../docodile/docs_main/guides/hosting/env-vars.md,891
../docodile/docs_main/guides/hosting/iam/automate_iam.md,885
../docodile/docs_main/ref/cli/wandb-launch.md,880
../docodile/docs_main/ref/python/launch/launch.md,878
../docodile/docs_main/guides/model_registry/consume-models.md,877
../docodile/docs_main/guides/runs/rewind.md,874
../docodile/docs_main/guides/integrations/xgboost.md,870
../docodile/docs_main/ref/query-panel/artifact-type.md,869
../docodile/docs_main/guides/artifacts/artifacts-walkthrough.md,862
../docodile/docs_main/guides/intro.md,854
../docodile/docs_main/guides/launch/launch-terminology.md,853
../docodile/docs_main/guides/hosting/iam/restricted-projects.md,852
../docodile/docs_main/guides/integrations/other/accelerate.md,848
../docodile/docs_main/guides/model_registry/intro.md,843
../docodile/docs_main/guides/integrations/yolov5.md,843
../docodile/docs_main/guides/app/settings-page/team-settings.md,830
../docodile/docs_main/guides/sweeps/local-controller.md,818
../docodile/docs_main/guides/app/features/panels/line-plot/reference.md,810
../docodile/docs_main/ref/python/public-api/sweep.md,806
../docodile/docs_main/guides/integrations/other/deepchem.md,804
../docodile/docs_main/guides/technical-faq/troubleshooting.md,786
../docodile/docs_main/guides/sweeps/existing-project.md,776
../docodile/docs_main/guides/technical-faq/admin.md,765
../docodile/docs_main/guides/hosting/hosting-options/dedicated_regions.md,764
../docodile/docs_main/guides/sweeps/initialize-sweeps.md,764
../docodile/docs_main/guides/sweeps/useful-resources.md,761
../docodile/docs_main/guides/integrations/other/skorch.md,758
../docodile/docs_main/ref/js/README.md,757
../docodile/docs_main/guides/track/intro.md,756
../docodile/docs_main/guides/app/settings-page/user-settings.md,751
../docodile/docs_main/guides/sweeps/parallelize-agents.md,746
../docodile/docs_main/guides/hosting/hosting-options/self-managed.md,744
../docodile/docs_main/guides/hosting/server-release-process.md,726
../docodile/docs_main/guides/hosting/hosting-options/dedicated_cloud.md,711
../docodile/docs_main/guides/sweeps/intro.md,709
../docodile/docs_main/guides/integrations/other/openai-api.md,708
../docodile/docs_main/guides/artifacts/storage.md,708
../docodile/docs_main/guides/runs/forking.md,704
../docodile/docs_main/guides/integrations/nim.md,703
../docodile/docs_main/ref/python/save.md,693
../docodile/docs_main/ref/python/public-api/file.md,691
../docodile/docs_main/guides/app/features/anon.md,688
../docodile/docs_main/guides/integrations/intro.md,683
../docodile/docs_main/guides/sweeps/troubleshoot-sweeps.md,678
../docodile/docs_main/guides/tables/tables-walkthrough.md,676
../docodile/docs_main/guides/hosting/data-security/presigned-urls.md,670
../docodile/docs_main/guides/sweeps/pause-resume-and-cancel-sweeps.md,670
../docodile/docs_main/guides/integrations/other/stable-baselines-3.md,667
../docodile/docs_main/guides/model_registry/log-model-to-experiment.md,667
../docodile/docs_main/guides/launch/intro.md,665
../docodile/docs_main/guides/integrations/fastai/v1.md,660
../docodile/docs_main/guides/track/log/log-summary.md,649
../docodile/docs_main/guides/app/features/panels/line-plot/sampling.md,633
../docodile/docs_main/guides/reports/cross-project-reports.md,631
../docodile/docs_main/guides/launch/launch-view-jobs.md,630
../docodile/docs_main/guides/integrations/other/azure-openai-fine-tuning.md,630
../docodile/docs_main/ref/python/data-types/video.md,621
../docodile/docs_main/guides/hosting/intro.md,617
../docodile/docs_main/guides/hosting/hosting-options/saas_cloud.md,607
../docodile/docs_main/guides/reports/create-a-report.md,600
../docodile/docs_main/ref/python/integrations/keras/wandbmetricslogger.md,599
../docodile/docs_main/ref/query-panel/artifact.md,598
../docodile/docs_main/guides/app/features/notes.md,595
../docodile/docs_main/guides/app/features/panels/code.md,594
../docodile/docs_main/guides/reports/intro.md,587
../docodile/docs_main/ref/python/README.md,586
../docodile/docs_main/guides/hosting/operator.md,586
../docodile/docs_main/ref/python/data-types/README.md,586
../docodile/docs_main/guides/hosting/monitoring-usage/org_dashboard.md,577
../docodile/docs_main/ref/python/login.md,571
../docodile/docs_main/guides/track/app.md,564
../docodile/docs_main/guides/hosting/iam/advanced_env_vars.md,561
../docodile/docs_main/ref/python/public-api/files.md,560
../docodile/docs_main/guides/hosting/privacy-settings.md,557
../docodile/docs_main/ref/python/data-types/graph.md,554
../docodile/docs_main/ref/python/public-api/projects.md,553
../docodile/docs_main/guides/model_registry/create-registered-model.md,541
../docodile/docs_main/guides/integrations/other/openai-gym.md,541
../docodile/docs_main/guides/integrations/other/deepchecks.md,534
../docodile/docs_main/guides/artifacts/update-an-artifact.md,528
../docodile/docs_main/guides/reports/clone-and-export-reports.md,527
../docodile/docs_main/ref/python/public-api/project.md,525
../docodile/docs_main/guides/sweeps/visualize-sweep-results.md,525
../docodile/docs_main/ref/python/sweep.md,524
../docodile/docs_main/guides/tables/intro.md,520
../docodile/docs_main/ref/query-panel/boolean.md,520
../docodile/docs_main/guides/integrations/other/prodigy.md,508
../docodile/docs_main/ref/query-panel/file.md,505
../docodile/docs_main/guides/track/log/customize-logging-axes.md,498
../docodile/docs_main/ref/python/public-api/runqueue.md,498
../docodile/docs_main/ref/python/data-types/histogram.md,484
../docodile/docs_main/ref/python/watch.md,483
../docodile/docs_main/guides/hosting/iam/org_team_struct.md,480
../docodile/docs_main/guides/integrations/other/sagemaker.md,479
../docodile/docs_main/ref/python/agent.md,476
../docodile/docs_main/ref/python/data-types/audio.md,468
../docodile/docs_main/guides/integrations/other/yolox.md,461
../docodile/docs_main/ref/cli/wandb-docker.md,458
../docodile/docs_main/guides/hosting/monitoring-usage/slack-alerts.md,450
../docodile/docs_main/ref/python/public-api/queuedrun.md,448
../docodile/docs_main/guides/hosting/export-data-from-dedicated-cloud.md,427
../docodile/docs_main/guides/integrations/other/mmf.md,425
../docodile/docs_main/guides/integrations/other/docker.md,425
../docodile/docs_main/guides/model_registry/create-model-cards.md,416
../docodile/docs_main/guides/app/features/organizations.md,414
../docodile/docs_main/ref/python/public-api/README.md,405
../docodile/docs_main/guides/model_registry/access_controls.md,395
../docodile/docs_main/guides/integrations/other/databricks.md,393
../docodile/docs_main/guides/artifacts/data-privacy-and-compliance.md,391
../docodile/docs_main/ref/query-panel/entity.md,388
../docodile/docs_main/guides/prompts_platform.md,382
../docodile/docs_main/guides/app/settings-page/emails.md,381
../docodile/docs_main/guides/integrations/other/w-and-b-for-julia.md,377
../docodile/docs_main/guides/reports/embed-reports.md,377
../docodile/docs_main/guides/integrations/lightgbm.md,374
../docodile/docs_main/ref/python/public-api/job.md,374
../docodile/docs_main/guides/tables/tables-download.md,373
../docodile/docs_main/guides/app/intro.md,369
../docodile/docs_main/guides/reports/collaborate-on-reports.md,365
../docodile/docs_main/ref/cli/wandb-job/wandb-job-create.md,350
../docodile/docs_main/ref/python/data-types/html.md,344
../docodile/docs_main/ref/cli/README.md,342
../docodile/docs_main/guides/hosting/monitoring-usage/prometheus-logging.md,341
../docodile/docs_main/ref/python/integrations/keras/README.md,340
../docodile/docs_main/tutorials/intro_to_tutorials.md,340
../docodile/docs_main/ref/python/data-types/plotly.md,337
../docodile/docs_main/guides/hosting/data-security/private-connectivity.md,329
../docodile/docs_main/ref/python/data-types/wbtracetree.md,323
../docodile/docs_main/guides/artifacts/create-a-custom-alias.md,323
../docodile/docs_main/guides/integrations/other/farama-gymnasium.md,318
../docodile/docs_main/ref/query-panel/joined-table.md,317
../docodile/docs_main/ref/cli/wandb-sync.md,314
../docodile/docs_main/ref/python/finish.md,307
../docodile/docs_main/ref/cli/wandb-sweep.md,302
../docodile/docs_main/guides/app/features/panels/parallel-coordinates.md,294
../docodile/docs_main/ref/python/controller.md,283
../docodile/docs_main/guides/app/features/panels/scatter-plot.md,281
../docodile/docs_main/ref/query-panel/README.md,279
../docodile/docs_main/ref/query-panel/partitioned-table.md,278
../docodile/docs_main/ref/python/launch/README.md,269
../docodile/docs_main/guides/app/features/intro.md,266
../docodile/docs_main/guides/model_registry/notifications.md,260
../docodile/docs_main/ref/query-panel/table.md,249
../docodile/docs_main/guides/artifacts/examples.md,241
../docodile/docs_main/guides/app/pages/intro.md,240
../docodile/docs_main/guides/hosting/data-security/ip-allowlisting.md,233
../docodile/docs_main/guides/runs/manage-runs.md,233
../docodile/docs_main/guides/app/features/panels/bar-plot.md,232
../docodile/docs_main/guides/sweeps/sweeps-ui.md,225
../docodile/docs_main/guides/hosting/smtp.md,225
../docodile/docs_main/ref/python/integrations/README.md,223
../docodile/docs_main/guides/app/features/panels/run-comparer.md,221
../docodile/docs_main/guides/platform.md,217
../docodile/docs_main/ref/README.md,214
../docodile/docs_main/guides/integrations/other/catalyst.md,214
../docodile/docs_main/guides/models.md,213
../docodile/docs_main/guides/prompts/openai.md,212
../docodile/docs_main/ref/cli/wandb-launch-agent.md,207
../docodile/docs_main/guides/model_registry/organize-models.md,205
../docodile/docs_main/ref/query-panel/user.md,204
../docodile/docs_main/guides/app/features/storage.md,197
../docodile/docs_main/ref/cli/wandb-beta/wandb-beta-sync.md,195
../docodile/docs_main/ref/python/launch.md,190
../docodile/docs_main/guides/app/features/panels/intro.md,189
../docodile/docs_main/guides/app/pages/gradient-panel.md,186
../docodile/docs_main/guides/app/features/panels/run-colors.md,182
../docodile/docs_main/ref/cli/wandb-artifact/wandb-artifact-put.md,171
../docodile/docs_main/ref/cli/wandb-agent.md,168
../docodile/docs_main/guides/app/settings-page/intro.md,161
../docodile/docs_main/ref/cli/wandb-launch-sweep.md,150
../docodile/docs_main/ref/query-panel/pytorch-model-file.md,131
../docodile/docs_main/ref/query-panel/object-3-d-file.md,131
../docodile/docs_main/ref/query-panel/bokeh-file.md,130
../docodile/docs_main/ref/query-panel/html-file.md,129
../docodile/docs_main/ref/query-panel/image-file.md,129
../docodile/docs_main/ref/query-panel/video-file.md,129
../docodile/docs_main/ref/query-panel/molecule-file.md,129
../docodile/docs_main/ref/query-panel/audio-file.md,129
../docodile/docs_main/guides/hosting/debug.md,122
../docodile/docs_main/guides/integrations/langchain.md,115
../docodile/docs_main/ref/cli/wandb-restore.md,111
../docodile/docs_main/ref/cli/wandb-artifact/README.md,111
../docodile/docs_main/ref/cli/wandb-init.md,109
../docodile/docs_main/ref/cli/wandb-login.md,107
../docodile/docs_main/ref/cli/wandb-docker-run.md,107
../docodile/docs_main/ref/cli/wandb-job/README.md,106
../docodile/docs_main/ref/cli/wandb-server/wandb-server-start.md,98
../docodile/docs_main/guides/technical-faq/intro.md,96
../docodile/docs_main/ref/cli/wandb-import/wandb-import-mlflow.md,93
../docodile/docs_main/ref/cli/wandb-server/README.md,91
../docodile/docs_main/ref/cli/wandb-beta/README.md,86
../docodile/docs_main/ref/cli/wandb-artifact/wandb-artifact-cache/README.md,86
../docodile/docs_main/ref/cli/wandb-pull.md,79
../docodile/docs_main/ref/cli/wandb-import/README.md,79
../docodile/docs_main/ref/cli/wandb-job/wandb-job-list.md,77
../docodile/docs_main/ref/cli/wandb-artifact/wandb-artifact-get.md,74
../docodile/docs_main/ref/cli/wandb-artifact/wandb-artifact-cache/wandb-artifact-cache-cleanup.md,69
../docodile/docs_main/ref/cli/wandb-job/wandb-job-describe.md,64
../docodile/docs_main/ref/cli/wandb-artifact/wandb-artifact-ls.md,64
../docodile/docs_main/ref/cli/wandb-controller.md,57
../docodile/docs_main/ref/cli/wandb-disabled.md,57
../docodile/docs_main/ref/cli/wandb-enabled.md,57
../docodile/docs_main/ref/cli/wandb-status.md,55
../docodile/docs_main/ref/cli/wandb-verify.md,55
../docodile/docs_main/ref/cli/wandb-scheduler.md,51
../docodile/docs_main/ref/cli/wandb-server/wandb-server-stop.md,47
../docodile/docs_main/ref/cli/wandb-online.md,43
../docodile/docs_main/ref/cli/wandb-offline.md,43
../docodile/docs_main/guides/model_registry/delete-models.md,15
